Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Highest Degree,Years of Experience,Candidate Type
17690,Associate Software Developer,Engineering,New Application,10/18/16,Campus Job Board,Bachelors,0,Campus
17865,Associate Software Developer,Engineering,New Application,8/12/18,Career Fair,Bachelors,0,Campus
18041,Associate Software Developer,Engineering,New Application,10/3/17,Advertisement,Bachelors,1,Campus
18218,Associate Software Developer,Engineering,New Application,1/6/18,Campus Job Board,Bachelors,0,Campus
18396,Associate Software Developer,Engineering,New Application,10/19/17,Campus Job Board,Bachelors,0,Campus
18573,Business Operations Manager,Operations,Offer Sent,7/8/18,Agency,PhD,5,Experienced
18575,Associate Software Developer,Engineering,New Application,9/13/17,Career Fair,Bachelors,0,Campus
18755,Associate Software Developer,Engineering,New Application,1/8/17,Advertisement,Bachelors,0,Campus
18936,Associate Software Developer,Engineering,New Application,9/3/17,Advertisement,Bachelors,0,Campus
19118,Associate Software Developer,Engineering,New Application,9/18/18,Career Fair,Bachelors,0,Campus
19301,Associate Software Developer,Engineering,New Application,10/23/17,Campus Job Board,Bachelors,0,Campus
19485,Associate Software Developer,Engineering,New Application,12/26/17,Campus Job Board,Bachelors,0,Campus
19670,Associate Software Developer,Engineering,New Application,9/30/18,Career Fair,Bachelors,0,Campus
19856,Associate Software Developer,Engineering,New Application,8/29/18,Career Fair,Bachelors,0,Campus
20043,Associate Software Developer,Engineering,New Application,12/14/18,Campus Job Board,Bachelors,0,Campus
20231,Associate Software Developer,Engineering,New Application,9/27/16,Campus Job Board,Bachelors,0,Campus
20420,Associate Software Developer,Engineering,New Application,9/11/16,Campus Job Board,Bachelors,0,Campus
20610,Associate Software Developer,Engineering,New Application,10/19/16,Career Fair,Bachelors,0,Campus
20801,Associate Software Developer,Engineering,New Application,3/14/17,Campus Job Board,Bachelors,0,Campus
20993,Associate Software Developer,Engineering,New Application,9/9/16,Career Fair,Bachelors,0,Campus
21186,Associate Software Developer,Engineering,New Application,11/5/16,Career Fair,Bachelors,0,Campus
21380,Associate Software Developer,Engineering,New Application,1/17/16,Campus Job Board,Bachelors,0,Campus
21575,Associate Software Developer,Engineering,New Application,10/20/17,Career Fair,Bachelors,0,Campus
21622,Sr. Business Analyst,IT,Offer Sent,6/16/17,Advertisement,PhD,15,Experienced
21771,Associate Software Developer,Engineering,New Application,8/4/18,Campus Event,Bachelors,0,Campus
21968,Associate Software Developer,Engineering,New Application,12/15/18,Campus Job Board,Bachelors,0,Campus
22166,Associate Software Developer,Engineering,New Application,2/2/16,Career Fair,Bachelors,0,Campus
22365,Associate Software Developer,Engineering,New Application,10/10/16,Career Fair,Bachelors,0,Campus
22565,Associate Software Developer,Engineering,New Application,10/31/18,Career Fair,Bachelors,0,Campus
22766,Associate Software Developer,Engineering,New Application,11/15/17,Campus Job Board,Bachelors,0,Campus
22968,Associate Software Developer,Engineering,New Application,1/11/16,Campus Job Board,Bachelors,0,Campus
23171,Associate Software Developer,Engineering,New Application,11/15/17,Career Fair,Bachelors,0,Campus
23375,Associate Software Developer,Engineering,New Application,10/8/17,Campus Job Board,Bachelors,0,Campus
23580,Associate Software Developer,Engineering,New Application,10/10/18,Career Fair,Bachelors,0,Campus
23786,Associate Software Developer,Engineering,New Application,3/19/17,Campus Job Board,Bachelors,0,Campus
23993,Associate Software Developer,Engineering,New Application,10/1/16,Career Fair,Bachelors,0,Campus
24201,Associate Software Developer,Engineering,New Application,9/8/17,Career Fair,Bachelors,0,Campus
24410,Associate Software Developer,Engineering,New Application,9/4/18,Career Fair,Bachelors,0,Campus
24526,Associate Relationship Manager,Sales,Offer Sent,8/24/16,Campus Job Board,Bachelors,0,Campus
24620,Associate Software Developer,Engineering,New Application,9/3/18,Career Fair,Bachelors,0,Campus
24831,Associate Software Developer,Engineering,New Application,11/1/18,Website,Bachelors,0,Campus
25043,Associate Software Developer,Engineering,New Application,10/29/17,Campus Job Board,Bachelors,0,Campus
25256,Associate Software Developer,Engineering,New Application,10/24/18,Campus Job Board,Bachelors,0,Campus
25470,Associate Software Developer,Engineering,New Application,10/7/16,Career Fair,Bachelors,2,Campus
25495,Business Operations Manager,Operations,Offer Sent,3/3/17,Agency,Masters,6,Experienced
25685,Associate Software Developer,Engineering,New Application,9/23/18,Career Fair,Bachelors,0,Campus
25901,Associate Software Developer,Engineering,New Application,2/26/17,Advertisement,Bachelors,0,Campus
26118,Associate Software Developer,Engineering,New Application,10/28/18,Career Fair,Bachelors,0,Campus
26336,Associate Software Developer,Engineering,New Application,11/6/17,Career Fair,Bachelors,0,Campus
26414,Sr. Product Manager,Product,Offer Sent,2/7/18,Agency,Bachelors,6,Experienced
26555,Associate Software Developer,Engineering,New Application,11/27/17,Career Fair,Bachelors,0,Campus
26772,IT Analyst,IT,Offer Sent,9/18/17,Campus Event,Bachelors,0,Campus
26775,Associate Software Developer,Engineering,New Application,8/30/18,Career Fair,Bachelors,0,Campus
26996,Associate Software Developer,Engineering,New Application,8/4/18,Career Fair,Bachelors,0,Campus
27058,Sr. Software Engineer,Engineering,Offer Sent,7/27/18,Advertisement,Bachelors,13,Experienced
27218,Associate Software Developer,Engineering,New Application,10/9/16,Campus Job Board,Bachelors,0,Campus
27441,Associate Software Developer,Engineering,New Application,9/14/16,Campus Job Board,Bachelors,0,Campus
27665,Associate Software Developer,Engineering,New Application,1/4/16,Advertisement,Bachelors,0,Campus
27890,Associate Software Developer,Engineering,New Application,9/25/17,Advertisement,Bachelors,0,Campus
28116,Associate Software Developer,Engineering,New Application,3/20/16,Advertisement,Bachelors,0,Campus
28343,Associate Software Developer,Engineering,New Application,10/20/17,Career Fair,Bachelors,0,Campus
28571,Associate Software Developer,Engineering,New Application,11/22/17,Campus Job Board,Bachelors,0,Campus
28800,Associate Software Developer,Engineering,New Application,9/19/16,Career Fair,Bachelors,0,Campus
29030,Associate Software Developer,Engineering,New Application,9/9/16,Career Fair,Bachelors,0,Campus
29261,Associate Software Developer,Engineering,New Application,9/2/16,Career Fair,Bachelors,0,Campus
29493,Associate Software Developer,Engineering,New Application,3/26/16,Website,Bachelors,0,Campus
29726,Associate Software Developer,Engineering,New Application,2/19/17,Campus Job Board,Bachelors,0,Campus
29960,Associate Software Developer,Engineering,New Application,12/28/16,Career Fair,Bachelors,0,Campus
30195,Associate Software Developer,Engineering,New Application,10/31/16,Career Fair,Bachelors,0,Campus
30431,Associate Software Developer,Engineering,New Application,3/3/16,Website,Bachelors,0,Campus
30668,Associate Software Developer,Engineering,New Application,10/27/18,Campus Job Board,Bachelors,0,Campus
30742,Sr. Product Manager,Product,Offer Sent,9/19/18,Agency,Bachelors,8,Experienced
30906,Associate Software Developer,Engineering,New Application,9/23/16,Career Fair,Bachelors,0,Campus
31145,Associate Software Developer,Engineering,New Application,11/13/18,Career Fair,Bachelors,0,Campus
31385,Associate Software Developer,Engineering,New Application,9/10/16,Career Fair,Bachelors,0,Campus
31626,Associate Software Developer,Engineering,New Application,9/6/17,Career Fair,Bachelors,0,Campus
31868,Associate Software Developer,Engineering,New Application,9/20/18,Career Fair,Bachelors,0,Campus
32111,Associate Software Developer,Engineering,New Application,9/27/18,Career Fair,Bachelors,0,Campus
32355,Associate Software Developer,Engineering,New Application,12/2/17,Advertisement,Bachelors,0,Campus
32600,Associate Software Developer,Engineering,New Application,10/12/17,Career Fair,Bachelors,0,Campus
32846,Associate Software Developer,Engineering,New Application,9/29/18,Career Fair,Bachelors,0,Campus
33093,Associate Software Developer,Engineering,New Application,9/13/18,Career Fair,Bachelors,0,Campus
33341,Associate Software Developer,Engineering,New Application,8/18/18,Career Fair,Bachelors,0,Campus
33493,Operations Coordinator,Operations,Offer Sent,8/9/17,Website,Bachelors,0,Campus
33590,Associate Software Developer,Engineering,New Application,10/3/17,Career Fair,Bachelors,0,Campus
33840,Associate Software Developer,Engineering,New Application,3/21/17,Advertisement,Bachelors,0,Campus
34091,Associate Software Developer,Engineering,New Application,9/26/18,Career Fair,Bachelors,0,Campus
34343,Associate Software Developer,Engineering,New Application,3/8/16,Advertisement,Bachelors,0,Campus
34596,Associate Software Developer,Engineering,New Application,12/1/16,Campus Job Board,Bachelors,1,Campus
34850,Associate Software Developer,Engineering,New Application,1/10/16,Advertisement,Bachelors,0,Campus
35092,Associate Product Manager,Product,Offer Sent,8/26/16,Campus Job Board,Bachelors,0,Campus
35105,Associate Software Developer,Engineering,New Application,9/5/17,Career Fair,Bachelors,0,Campus
35289,Sr. Product Manager,Product,Offer Sent,5/7/18,Agency,Bachelors,3,Experienced
35361,Associate Software Developer,Engineering,New Application,8/21/18,Career Fair,Bachelors,0,Campus
35377,Business Operations Manager,Operations,Offer Sent,1/20/18,Website,Bachelors,7,Experienced
35618,Associate Software Developer,Engineering,New Application,1/19/17,Campus Job Board,Bachelors,0,Campus
35876,Associate Software Developer,Engineering,New Application,10/2/16,Advertisement,Bachelors,0,Campus
36135,Associate Software Developer,Engineering,New Application,1/18/16,Campus Job Board,Bachelors,0,Campus
36395,Associate Software Developer,Engineering,New Application,9/22/18,Career Fair,Bachelors,0,Campus
36656,Associate Software Developer,Engineering,New Application,11/11/17,Career Fair,Bachelors,0,Campus
36918,Associate Software Developer,Engineering,New Application,10/28/17,Campus Job Board,Bachelors,0,Campus
37181,Associate Software Developer,Engineering,New Application,3/16/17,Advertisement,Bachelors,0,Campus
37445,Associate Software Developer,Engineering,New Application,1/20/17,Campus Job Board,Bachelors,0,Campus
37710,Associate Software Developer,Engineering,New Application,12/7/16,Career Fair,Bachelors,0,Campus
37976,Associate Software Developer,Engineering,New Application,11/1/17,Career Fair,Bachelors,0,Campus
38243,Associate Software Developer,Engineering,New Application,12/22/17,Advertisement,Bachelors,0,Campus
38511,Associate Software Developer,Engineering,New Application,3/2/16,Advertisement,Bachelors,0,Campus
38780,Associate Software Developer,Engineering,New Application,9/30/18,Career Fair,Bachelors,0,Campus
39050,Associate Software Developer,Engineering,New Application,9/23/16,Career Fair,Bachelors,0,Campus
39321,Associate Software Developer,Engineering,New Application,9/4/18,Career Fair,Bachelors,0,Campus
39520,IT Analyst,IT,Offer Sent,9/25/17,Campus Job Board,Bachelors,0,Campus
39593,Associate Software Developer,Engineering,New Application,8/2/18,Career Fair,Bachelors,0,Campus
39866,Associate Software Developer,Engineering,New Application,1/1/17,Career Fair,Bachelors,0,Campus
40140,Associate Software Developer,Engineering,New Application,10/20/18,Career Fair,Bachelors,0,Campus
40415,Associate Software Developer,Engineering,New Application,9/10/18,Career Fair,Bachelors,0,Campus
40691,Associate Software Developer,Engineering,New Application,10/29/17,Career Fair,Bachelors,0,Campus
40968,Associate Software Developer,Engineering,New Application,11/12/16,Campus Job Board,Bachelors,0,Campus
41246,Associate Software Developer,Engineering,New Application,9/22/18,Campus Event,Bachelors,0,Campus
41525,Associate Software Developer,Engineering,New Application,10/25/16,Website,Bachelors,0,Campus
41805,Associate Software Developer,Engineering,New Application,10/17/18,Career Fair,Bachelors,0,Campus
41984,Finance Manager,Finance,Offer Sent,5/27/17,Agency,Bachelors,7,Experienced
42086,Associate Software Developer,Engineering,New Application,2/18/16,Campus Job Board,Bachelors,2,Campus
42368,Associate Software Developer,Engineering,New Application,8/15/18,Career Fair,Bachelors,0,Campus
42467,IT Analyst,IT,Offer Sent,9/29/17,Campus Job Board,PhD,2,Campus
42532,Sr. Software Engineer,Engineering,Offer Sent,4/18/18,Agency,PhD,10,Experienced
42651,Associate Software Developer,Engineering,New Application,9/19/18,Career Fair,Bachelors,0,Campus
42935,Associate Software Developer,Engineering,New Application,10/11/16,Career Fair,Bachelors,0,Campus
